0	3	0.3
1	5	0.1


-1	1	1.60828	0.391724
-0.99	1.02	1.62515	0.414847
-0.98	1.04	1.64203	0.43797
-0.97	1.06	1.65891	0.461093
-0.96	1.08	1.67579	0.484215
-0.95	1.1	1.69266	0.507337
-0.94	1.12	1.70954	0.530458
-0.93	1.14	1.72642	0.553579
-0.92	1.16	1.7433	0.576699
-0.91	1.18	1.76018	0.599819
-0.9	1.2	1.77706	0.622938
-0.89	1.22	1.79394	0.646057
-0.88	1.24	1.81082	0.669176
-0.87	1.26	1.82771	0.692294
-0.86	1.28	1.84459	0.715412
-0.85	1.3	1.86147	0.738529
-0.84	1.32	1.87835	0.761645
-0.83	1.34	1.89524	0.784761
-0.82	1.36	1.91212	0.807877
-0.81	1.38	1.92901	0.830992
-0.8	1.4	1.94589	0.854106
-0.79	1.42	1.96278	0.87722
-0.78	1.44	1.97967	0.900333
-0.77	1.46	1.99655	0.923446
-0.76	1.48	2.01344	0.946558
-0.75	1.5	2.03033	0.96967
-0.74	1.52	2.04722	0.992781
-0.73	1.54	2.06411	1.01589
-0.72	1.56	2.081	1.039
-0.71	1.58	2.09789	1.06211
-0.7	1.6	2.11478	1.08522
-0.69	1.62	2.13167	1.10833
-0.68	1.64	2.14857	1.13143
-0.67	1.66	2.16546	1.15454
-0.66	1.68	2.18235	1.17765
-0.65	1.7	2.19925	1.20075
-0.64	1.72	2.21615	1.22385
-0.63	1.74	2.23304	1.24696
-0.62	1.76	2.24994	1.27006
-0.61	1.78	2.26684	1.29316
-0.6	1.8	2.28374	1.31626
-0.59	1.82	2.30063	1.33937
-0.58	1.84	2.31754	1.36246
-0.57	1.86	2.33444	1.38556
-0.56	1.88	2.35134	1.40866
-0.55	1.9	2.36824	1.43176
-0.54	1.92	2.38515	1.45485
-0.53	1.94	2.40205	1.47795
-0.52	1.96	2.41896	1.50104
-0.51	1.98	2.43586	1.52414
-0.5	2	2.45277	1.54723
-0.49	2.02	2.46968	1.57032
-0.48	2.04	2.48659	1.59341
-0.47	2.06	2.5035	1.6165
-0.46	2.08	2.52041	1.63959
-0.45	2.1	2.53732	1.66268
-0.44	2.12	2.55423	1.68577
-0.43	2.14	2.57115	1.70885
-0.42	2.16	2.58807	1.73193
-0.41	2.18	2.60498	1.75502
-0.4	2.2	2.6219	1.7781
-0.39	2.22	2.63882	1.80118
-0.38	2.24	2.65574	1.82426
-0.37	2.26	2.67266	1.84734
-0.36	2.28	2.68959	1.87041
-0.35	2.3	2.70651	1.89349
-0.34	2.32	2.72344	1.91656
-0.33	2.34	2.74036	1.93964
-0.32	2.36	2.75729	1.96271
-0.31	2.38	2.77422	1.98578
-0.3	2.4	2.79115	2.00885
-0.29	2.42	2.80809	2.03191
-0.28	2.44	2.82502	2.05498
-0.27	2.46	2.84196	2.07804
-0.26	2.48	2.85889	2.10111
-0.25	2.5	2.87583	2.12417
-0.24	2.52	2.89277	2.14723
-0.23	2.54	2.90972	2.17028
-0.22	2.56	2.92666	2.19334
-0.21	2.58	2.94361	2.21639
-0.2	2.6	2.96056	2.23944
-0.19	2.62	2.97751	2.26249
-0.18	2.64	2.99446	2.28554
-0.17	2.66	3.01141	2.30859
-0.16	2.68	3.02837	2.33163
-0.15	2.7	3.04533	2.35467
-0.14	2.72	3.06229	2.37771
-0.13	2.74	3.07925	2.40075
-0.12	2.76	3.09621	2.42379
-0.11	2.78	3.11318	2.44682
-0.1	2.8	3.13015	2.46985
-0.09	2.82	3.14712	2.49288
-0.08	2.84	3.1641	2.5159
-0.07	2.86	3.18108	2.53892
-0.06	2.88	3.19806	2.56194
-0.05	2.9	3.21504	2.58496
-0.04	2.92	3.23203	2.60797
-0.03	2.94	3.24901	2.63099
-0.02	2.96	3.26601	2.65399
-0.01	2.98	3.283	2.677
0	3	3.3	2.7
0.01	3.02	3.317	2.723
0.02	3.04	3.33401	2.74599
0.03	3.06	3.35102	2.76898
0.04	3.08	3.36803	2.79197
0.05	3.1	3.38504	2.81496
0.06	3.12	3.40206	2.83794
0.07	3.14	3.41909	2.86091
0.08	3.16	3.43612	2.88388
0.09	3.18	3.45315	2.90685
0.1	3.2	3.47019	2.92981
0.11	3.22	3.48723	2.95277
0.12	3.24	3.50427	2.97573
0.13	3.26	3.52132	2.99868
0.14	3.28	3.53838	3.02162
0.15	3.3	3.55544	3.04456
0.16	3.32	3.57251	3.06749
0.17	3.34	3.58958	3.09042
0.18	3.36	3.60666	3.11334
0.19	3.38	3.62374	3.13626
0.2	3.4	3.64083	3.15917
0.21	3.42	3.65793	3.18207
0.22	3.44	3.67503	3.20497
0.23	3.46	3.69214	3.22786
0.24	3.48	3.70926	3.25074
0.25	3.5	3.72638	3.27362
0.26	3.52	3.74352	3.29648
0.27	3.54	3.76066	3.31934
0.28	3.56	3.77781	3.34219
0.29	3.58	3.79497	3.36503
0.3	3.6	3.81213	3.38787
0.31	3.62	3.82931	3.41069
0.32	3.64	3.84649	3.43351
0.33	3.66	3.86369	3.45631
0.34	3.68	3.8809	3.4791
0.35	3.7	3.89812	3.50188
0.36	3.72	3.91535	3.52465
0.37	3.74	3.93259	3.54741
0.38	3.76	3.94984	3.57016
0.39	3.78	3.96711	3.59289
0.4	3.8	3.98439	3.61561
0.41	3.82	4.00169	3.63831
0.42	3.84	4.019	3.661
0.43	3.86	4.03632	3.68368
0.44	3.88	4.05367	3.70633
0.45	3.9	4.07103	3.72897
0.46	3.92	4.0884	3.7516
0.47	3.94	4.1058	3.7742
0.48	3.96	4.12322	3.79678
0.49	3.98	4.14065	3.81935
0.5	4	4.15811	3.84189
0.51	4.02	4.1756	3.8644
0.52	4.04	4.1931	3.8869
0.53	4.06	4.21063	3.90937
0.54	4.08	4.22819	3.93181
0.55	4.1	4.24577	3.95423
0.56	4.12	4.26339	3.97661
0.57	4.14	4.28103	3.99897
0.58	4.16	4.29871	4.02129
0.59	4.18	4.31642	4.04358
0.6	4.2	4.33416	4.06584
0.61	4.22	4.35195	4.08805
0.62	4.24	4.36977	4.11023
0.63	4.26	4.38763	4.13237
0.64	4.28	4.40554	4.15446
0.65	4.3	4.42349	4.17651
0.66	4.32	4.44149	4.19851
0.67	4.34	4.45954	4.22046
0.68	4.36	4.47764	4.24236
0.69	4.38	4.4958	4.2642
0.7	4.4	4.51402	4.28598
0.71	4.42	4.53229	4.30771
0.72	4.44	4.55063	4.32937
0.73	4.46	4.56904	4.35096
0.74	4.48	4.58752	4.37248
0.75	4.5	4.60607	4.39393
0.76	4.52	4.62469	4.41531
0.77	4.54	4.64339	4.43661
0.78	4.56	4.66218	4.45782
0.79	4.58	4.68104	4.47896
0.8	4.6	4.7	4.5
0.81	4.62	4.71905	4.52095
0.82	4.64	4.73818	4.54182
0.83	4.66	4.75742	4.56258
0.84	4.68	4.77675	4.58325
0.85	4.7	4.79618	4.60382
0.86	4.72	4.81571	4.62429
0.87	4.74	4.83534	4.64466
0.88	4.76	4.85508	4.66492
0.89	4.78	4.87492	4.68508
0.9	4.8	4.89487	4.70513
0.91	4.82	4.91492	4.72508
0.92	4.84	4.93508	4.74492
0.93	4.86	4.95534	4.76466
0.94	4.88	4.97571	4.78429
0.95	4.9	4.99618	4.80382
0.96	4.92	5.01675	4.82325
0.97	4.94	5.03742	4.84258
0.98	4.96	5.05818	4.86182
0.99	4.98	5.07905	4.88095
1	5	5.1	4.9
1.01	5.02	5.12104	4.91896
1.02	5.04	5.14218	4.93782
1.03	5.06	5.16339	4.95661
1.04	5.08	5.18469	4.97531
1.05	5.1	5.20607	4.99393
1.06	5.12	5.22752	5.01248
1.07	5.14	5.24904	5.03096
1.08	5.16	5.27063	5.04937
1.09	5.18	5.29229	5.06771
1.1	5.2	5.31402	5.08598
1.11	5.22	5.3358	5.1042
1.12	5.24	5.35764	5.12236
1.13	5.26	5.37954	5.14046
1.14	5.28	5.40149	5.15851
1.15	5.3	5.42349	5.17651
1.16	5.32	5.44554	5.19446
1.17	5.34	5.46763	5.21237
1.18	5.36	5.48977	5.23023
1.19	5.38	5.51195	5.24805
1.2	5.4	5.53416	5.26584
1.21	5.42	5.55642	5.28358
1.22	5.44	5.57871	5.30129
1.23	5.46	5.60103	5.31897
1.24	5.48	5.62339	5.33661
1.25	5.5	5.64577	5.35423
1.26	5.52	5.66819	5.37181
1.27	5.54	5.69063	5.38937
1.28	5.56	5.7131	5.4069
1.29	5.58	5.7356	5.4244
1.3	5.6	5.75811	5.44189
1.31	5.62	5.78065	5.45935
1.32	5.64	5.80322	5.47678
1.33	5.66	5.8258	5.4942
1.34	5.68	5.8484	5.5116
1.35	5.7	5.87103	5.52897
1.36	5.72	5.89367	5.54633
1.37	5.74	5.91632	5.56368
1.38	5.76	5.939	5.581
1.39	5.78	5.96169	5.59831
1.4	5.8	5.98439	5.61561
1.41	5.82	6.00711	5.63289
1.42	5.84	6.02984	5.65016
1.43	5.86	6.05259	5.66741
1.44	5.88	6.07535	5.68465
1.45	5.9	6.09812	5.70188
1.46	5.92	6.1209	5.7191
1.47	5.94	6.14369	5.73631
1.48	5.96	6.16649	5.75351
1.49	5.98	6.18931	5.77069
1.5	6	6.21213	5.78787
1.51	6.02	6.23497	5.80503
1.52	6.04	6.25781	5.82219
1.53	6.06	6.28066	5.83934
1.54	6.08	6.30352	5.85648
1.55	6.1	6.32638	5.87362
1.56	6.12	6.34926	5.89074
1.57	6.14	6.37214	5.90786
1.58	6.16	6.39503	5.92497
1.59	6.18	6.41793	5.94207
1.6	6.2	6.44083	5.95917
1.61	6.22	6.46374	5.97626
1.62	6.24	6.48666	5.99334
1.63	6.26	6.50958	6.01042
1.64	6.28	6.53251	6.02749
1.65	6.3	6.55544	6.04456
1.66	6.32	6.57838	6.06162
1.67	6.34	6.60132	6.07868
1.68	6.36	6.62427	6.09573
1.69	6.38	6.64723	6.11277
1.7	6.4	6.67019	6.12981
1.71	6.42	6.69315	6.14685
1.72	6.44	6.71612	6.16388
1.73	6.46	6.73909	6.18091
1.74	6.48	6.76206	6.19794
1.75	6.5	6.78504	6.21496
1.76	6.52	6.80803	6.23197
1.77	6.54	6.83102	6.24898
1.78	6.56	6.85401	6.26599
1.79	6.58	6.877	6.283
1.8	6.6	6.9	6.3
1.81	6.62	6.923	6.317
1.82	6.64	6.94601	6.33399
1.83	6.66	6.96901	6.35099
1.84	6.68	6.99203	6.36797
1.85	6.7	7.01504	6.38496
1.86	6.72	7.03806	6.40194
1.87	6.74	7.06108	6.41892
1.88	6.76	7.0841	6.4359
1.89	6.78	7.10712	6.45288
1.9	6.8	7.13015	6.46985
1.91	6.82	7.15318	6.48682
1.92	6.84	7.17621	6.50379
1.93	6.86	7.19925	6.52075
1.94	6.88	7.22229	6.53771
1.95	6.9	7.24533	6.55467
1.96	6.92	7.26837	6.57163
1.97	6.94	7.29141	6.58859
1.98	6.96	7.31446	6.60554
1.99	6.98	7.33751	6.62249
2	7	7.36056	6.63944
2.01	7.02	7.38361	6.65639
2.02	7.04	7.40666	6.67334
2.03	7.06	7.42972	6.69028
2.04	7.08	7.45277	6.70723
2.05	7.1	7.47583	6.72417
2.06	7.12	7.49889	6.74111
2.07	7.14	7.52196	6.75804
2.08	7.16	7.54502	6.77498
2.09	7.18	7.56809	6.79191
2.1	7.2	7.59115	6.80885
2.11	7.22	7.61422	6.82578
2.12	7.24	7.63729	6.84271
2.13	7.26	7.66036	6.85964
2.14	7.28	7.68344	6.87656
2.15	7.3	7.70651	6.89349
2.16	7.32	7.72959	6.91041
2.17	7.34	7.75266	6.92734
2.18	7.36	7.77574	6.94426
2.19	7.38	7.79882	6.96118
2.2	7.4	7.8219	6.9781
2.21	7.42	7.84498	6.99502
2.22	7.44	7.86807	7.01193
2.23	7.46	7.89115	7.02885
2.24	7.48	7.91423	7.04577
2.25	7.5	7.93732	7.06268
2.26	7.52	7.96041	7.07959
2.27	7.54	7.9835	7.0965
2.28	7.56	8.00659	7.11341
2.29	7.58	8.02968	7.13032
2.3	7.6	8.05277	7.14723
2.31	7.62	8.07586	7.16414
